Economy,Year,SteelConsumption
10_MAS,2030,
11_MEX,2030,
12_NZ,2030,
13_PNG,2030,
14_PE,2030,
15_RP,2030,
16_RUS,2030,
17_SIN,2030,
18_CT,2030,
19_THA,2030,
20_USA,2030,
21_VN,2030,
01_AUS,2031,
02_BD,2031,
03_CDA,2031,
04_CHL,2031,
05_PRC,2031,
06_HKC,2031,
07_INA,2031,
08_JPN,2031,
09_ROK,2031,
10_MAS,2031,
11_MEX,2031,
12_NZ,2031,
13_PNG,2031,
14_PE,2031,
15_RP,2031,
16_RUS,2031,
17_SIN,2031,
18_CT,2031,
19_THA,2031,
20_USA,2031,
21_VN,2031,
01_AUS,2032,
02_BD,2032,
03_CDA,2032,
04_CHL,2032,
05_PRC,2032,
06_HKC,2032,
07_INA,2032,
08_JPN,2032,
09_ROK,2032,
10_MAS,2032,
11_MEX,2032,
12_NZ,2032,
13_PNG,2032,
14_PE,2032,
15_RP,2032,
16_RUS,2032,
17_SIN,2032,
18_CT,2032,
19_THA,2032,
20_USA,2032,
21_VN,2032,
01_AUS,2033,
02_BD,2033,
03_CDA,2033,
04_CHL,2033,
05_PRC,2033,
06_HKC,2033,
07_INA,2033,
08_JPN,2033,
09_ROK,2033,
10_MAS,2033,
11_MEX,2033,
12_NZ,2033,
13_PNG,2033,
14_PE,2033,
15_RP,2033,
16_RUS,2033,
17_SIN,2033,
18_CT,2033,
19_THA,2033,
20_USA,2033,
21_VN,2033,
01_AUS,2034,
02_BD,2034,
03_CDA,2034,
04_CHL,2034,
05_PRC,2034,
06_HKC,2034,
07_INA,2034,
08_JPN,2034,
09_ROK,2034,
10_MAS,2034,
11_MEX,2034,
12_NZ,2034,
13_PNG,2034,
14_PE,2034,
15_RP,2034,
16_RUS,2034,
17_SIN,2034,
18_CT,2034,
19_THA,2034,
20_USA,2034,
21_VN,2034,
01_AUS,2035,
02_BD,2035,
03_CDA,2035,
04_CHL,2035,
05_PRC,2035,
06_HKC,2035,
07_INA,2035,
08_JPN,2035,
09_ROK,2035,
10_MAS,2035,
11_MEX,2035,
12_NZ,2035,
13_PNG,2035,
14_PE,2035,
15_RP,2035,
16_RUS,2035,
17_SIN,2035,
18_CT,2035,
19_THA,2035,
20_USA,2035,
21_VN,2035,
01_AUS,2036,
02_BD,2036,
03_CDA,2036,
04_CHL,2036,
05_PRC,2036,
06_HKC,2036,
07_INA,2036,
08_JPN,2036,
09_ROK,2036,
10_MAS,2036,
11_MEX,2036,
12_NZ,2036,
13_PNG,2036,
14_PE,2036,
15_RP,2036,
16_RUS,2036,
17_SIN,2036,
18_CT,2036,
19_THA,2036,
20_USA,2036,
21_VN,2036,
01_AUS,2037,
02_BD,2037,
03_CDA,2037,
04_CHL,2037,
05_PRC,2037,
06_HKC,2037,
07_INA,2037,
08_JPN,2037,
09_ROK,2037,
10_MAS,2037,
11_MEX,2037,
12_NZ,2037,
13_PNG,2037,
14_PE,2037,
15_RP,2037,
16_RUS,2037,
17_SIN,2037,
18_CT,2037,
19_THA,2037,
20_USA,2037,
21_VN,2037,
01_AUS,2038,
02_BD,2038,
03_CDA,2038,
04_CHL,2038,
05_PRC,2038,
06_HKC,2038,
07_INA,2038,
08_JPN,2038,
09_ROK,2038,
10_MAS,2038,
11_MEX,2038,
12_NZ,2038,
13_PNG,2038,
14_PE,2038,
15_RP,2038,
16_RUS,2038,
17_SIN,2038,
18_CT,2038,
19_THA,2038,
20_USA,2038,
21_VN,2038,
01_AUS,2039,
02_BD,2039,
03_CDA,2039,
04_CHL,2039,
05_PRC,2039,
06_HKC,2039,
07_INA,2039,
08_JPN,2039,
09_ROK,2039,
10_MAS,2039,
11_MEX,2039,
12_NZ,2039,
13_PNG,2039,
14_PE,2039,
15_RP,2039,
16_RUS,2039,
17_SIN,2039,
18_CT,2039,
19_THA,2039,
20_USA,2039,
21_VN,2039,
01_AUS,2040,
02_BD,2040,
03_CDA,2040,
04_CHL,2040,
05_PRC,2040,
06_HKC,2040,
07_INA,2040,
08_JPN,2040,
09_ROK,2040,
10_MAS,2040,
11_MEX,2040,
12_NZ,2040,
13_PNG,2040,
14_PE,2040,
15_RP,2040,
16_RUS,2040,
17_SIN,2040,
18_CT,2040,
19_THA,2040,
20_USA,2040,
21_VN,2040,
01_AUS,2041,
02_BD,2041,
03_CDA,2041,
04_CHL,2041,
05_PRC,2041,
06_HKC,2041,
07_INA,2041,
08_JPN,2041,
09_ROK,2041,
10_MAS,2041,
11_MEX,2041,
12_NZ,2041,
13_PNG,2041,
14_PE,2041,
15_RP,2041,
16_RUS,2041,
17_SIN,2041,
18_CT,2041,
19_THA,2041,
20_USA,2041,
21_VN,2041,
01_AUS,2042,
02_BD,2042,
03_CDA,2042,
04_CHL,2042,
05_PRC,2042,
06_HKC,2042,
07_INA,2042,
08_JPN,2042,
09_ROK,2042,
10_MAS,2042,
11_MEX,2042,
12_NZ,2042,
13_PNG,2042,
14_PE,2042,
15_RP,2042,
16_RUS,2042,
17_SIN,2042,
18_CT,2042,
19_THA,2042,
20_USA,2042,
21_VN,2042,
01_AUS,2043,
02_BD,2043,
03_CDA,2043,
04_CHL,2043,
05_PRC,2043,
06_HKC,2043,
07_INA,2043,
08_JPN,2043,
09_ROK,2043,
10_MAS,2043,
11_MEX,2043,
12_NZ,2043,
13_PNG,2043,
14_PE,2043,
15_RP,2043,
16_RUS,2043,
17_SIN,2043,
18_CT,2043,
19_THA,2043,
20_USA,2043,
21_VN,2043,
01_AUS,2044,
02_BD,2044,
03_CDA,2044,
04_CHL,2044,
05_PRC,2044,
06_HKC,2044,
07_INA,2044,
08_JPN,2044,
09_ROK,2044,
10_MAS,2044,
11_MEX,2044,
12_NZ,2044,
13_PNG,2044,
14_PE,2044,
15_RP,2044,
16_RUS,2044,
17_SIN,2044,
18_CT,2044,
19_THA,2044,
20_USA,2044,
21_VN,2044,
01_AUS,2045,
02_BD,2045,
03_CDA,2045,
04_CHL,2045,
05_PRC,2045,
06_HKC,2045,
07_INA,2045,
08_JPN,2045,
09_ROK,2045,
10_MAS,2045,
11_MEX,2045,
12_NZ,2045,
13_PNG,2045,
14_PE,2045,
15_RP,2045,
16_RUS,2045,
17_SIN,2045,
18_CT,2045,
19_THA,2045,
20_USA,2045,
21_VN,2045,
01_AUS,2046,
02_BD,2046,
03_CDA,2046,
04_CHL,2046,
05_PRC,2046,
06_HKC,2046,
07_INA,2046,
08_JPN,2046,
09_ROK,2046,
10_MAS,2046,
11_MEX,2046,
12_NZ,2046,
13_PNG,2046,
14_PE,2046,
15_RP,2046,
16_RUS,2046,
17_SIN,2046,
18_CT,2046,
19_THA,2046,
20_USA,2046,
21_VN,2046,
01_AUS,2047,
02_BD,2047,
03_CDA,2047,
04_CHL,2047,
05_PRC,2047,
06_HKC,2047,
07_INA,2047,
08_JPN,2047,
09_ROK,2047,
10_MAS,2047,
11_MEX,2047,
12_NZ,2047,
13_PNG,2047,
14_PE,2047,
15_RP,2047,
16_RUS,2047,
17_SIN,2047,
18_CT,2047,
19_THA,2047,
20_USA,2047,
21_VN,2047,
01_AUS,2048,
02_BD,2048,
03_CDA,2048,
04_CHL,2048,
05_PRC,2048,
06_HKC,2048,
07_INA,2048,
08_JPN,2048,
09_ROK,2048,
10_MAS,2048,
11_MEX,2048,
12_NZ,2048,
13_PNG,2048,
14_PE,2048,
15_RP,2048,
16_RUS,2048,
17_SIN,2048,
18_CT,2048,
19_THA,2048,
20_USA,2048,
21_VN,2048,
01_AUS,2049,
02_BD,2049,
03_CDA,2049,
04_CHL,2049,
05_PRC,2049,
06_HKC,2049,
07_INA,2049,
08_JPN,2049,
09_ROK,2049,
10_MAS,2049,
11_MEX,2049,
12_NZ,2049,
13_PNG,2049,
14_PE,2049,
15_RP,2049,
16_RUS,2049,
17_SIN,2049,
18_CT,2049,
19_THA,2049,
20_USA,2049,
21_VN,2049,
01_AUS,2050,
02_BD,2050,
03_CDA,2050,
04_CHL,2050,
05_PRC,2050,
06_HKC,2050,
07_INA,2050,
08_JPN,2050,
09_ROK,2050,
10_MAS,2050,
11_MEX,2050,
12_NZ,2050,
13_PNG,2050,
14_PE,2050,
15_RP,2050,
16_RUS,2050,
17_SIN,2050,
18_CT,2050,
19_THA,2050,
20_USA,2050,
21_VN,2050,
