Economy,Year,GDP,SteelConsumption,Population,GDPpercap,Conspercap,lnGDPpercap,lnConspercap
21_VN,1994.0,141.3999301125016,552000.0,73.925,1.9127484628001572,7467.027392627663,0.6485411934699311,8.918252259520692
01_AUS,1995.0,579.1179831076207,6256000.0,18.077,32.036177634984824,346075.12308458256,3.4668658153013765,12.754411149214567
03_CDA,1995.0,996.7620341174236,15047000.0,29.33,33.98438575238403,513024.2072962837,3.5259011765550525,13.148078310751655
04_CHL,1995.0,183.3661079318804,1683000.0,14.297,12.825495413854682,117717.00356718192,2.551435019071361,11.676038748125915
05_PRC,1995.0,3255.214575049436,99944000.0,1239.94,2.6253000750434987,80603.9001887188,0.9651952038124904,11.297302316762186
06_HKC,1995.0,209.89528500709355,3404000.0,6.14,34.18489983828886,554397.3941368079,3.531784021371377,13.22563702651635
07_INA,1995.0,1247.8591970739742,7262000.0,196.958,6.335661395190722,36870.80494318586,1.8461942116684757,10.51517532291789
08_JPN,1995.0,4285.785040347049,84340000.0,126.376,33.91296638876882,667373.5519402418,3.5237974306002156,13.411105216015892
09_ROK,1995.0,787.1406381589267,37306000.0,45.298,17.376940221619645,823568.3694644355,2.8551440526478586,13.621401848182677
10_MAS,1995.0,315.32625639541175,8313000.0,20.496,15.384770511095422,405591.3348946136,2.733378092256867,12.913101367358847
11_MEX,1995.0,1299.2853700808623,8423000.0,94.045,13.815570950936916,89563.50683183582,2.6257962858555834,11.402703226174733
12_NZ,1995.0,96.96868500519554,908000.0,3.675,26.38603673610763,247074.8299319728,3.2728349587181627,12.417446524918631
14_PE,1995.0,157.70775403084983,1152000.0,24.039,6.56049561258163,47922.126544365405,1.8810661508006066,10.77733260877393
15_RP,1995.0,291.3741022908218,4686000.0,69.836,4.172262189856546,67100.063004754,1.4284583802876667,11.11394026192735
16_RUS,1995.0,2003.280967482116,21894000.0,148.289,13.509302561094323,147644.12734592587,2.6033785267383136,11.902560112225457
17_SIN,1995.0,166.82674303721762,4993000.0,3.479,47.95249871722265,1435182.5237137107,3.8702109108627054,14.17680259331294
18_CT,1995.0,516.0127589501311,24090000.0,21.229,24.30697437232706,1134768.4770832353,3.19076332037354,13.941939203141189
19_THA,1995.0,588.0604984377845,11958000.0,59.49100000000001,9.884864911293883,201005.1940629675,2.291004790499243,12.211086027816629
20_USA,1995.0,11076.080097968677,112583000.0,265.659,41.69284721379166,423787.63753533666,3.73032958444658,12.956987753874909
21_VN,1995.0,154.89016241220884,752000.0,75.199,2.059736996664967,10000.132980491762,0.7225783031289266,9.210353669936941
01_AUS,1996.0,601.5798342986807,6400000.0,18.272,32.923589880619566,350262.6970227671,3.4941894184849938,12.766438714856301
03_CDA,1996.0,1012.8203492369572,15300000.0,29.622,34.19149109570445,516508.0008102086,3.531976814741895,13.154846057857883
04_CHL,1996.0,195.84035131940846,2159000.0,14.498,13.508094310898638,148917.0920126914,2.6032890843540444,11.911145000618259
05_PRC,1996.0,3578.404402536425,111934000.0,1249.981,2.862767036088089,89548.5611381293,1.0517886522456925,11.40253633966719
06_HKC,1996.0,218.83390895017726,4563000.0,6.242000000000001,35.058300056100165,731015.7000961229,3.557012391611927,13.502190216060951
07_INA,1996.0,1345.419163555132,7675000.0,199.914,6.729989713352402,38391.508348589894,1.9065736151788564,10.555591577366009
08_JPN,1996.0,4418.6443462016805,84400000.0,126.654,34.887523064424975,666382.4277164559,3.5521292599707848,13.409619000514198
09_ROK,1996.0,846.9201054694846,39400000.0,45.757,18.509082882826338,861070.4373101384,2.9182615782388543,13.665931588786293
10_MAS,1996.0,346.8673979728598,8705000.0,21.023000000000003,16.499424343474278,414070.3039528135,2.803325492023639,12.933791054701437
11_MEX,1996.0,1387.2893293755874,11924000.0,95.687,14.49820068949374,124614.62894646086,2.6740245513469385,11.732981285718761
12_NZ,1996.0,100.22484955385592,916000.0,3.717,26.963908946423437,246435.2972827549,3.294499266128327,12.414854752341153
14_PE,1996.0,162.12195160986772,856000.0,24.441,6.633196334432623,35023.11689374412,1.8920867897484492,10.463763605127264
15_RP,1996.0,308.4074636415246,4992000.0,71.446,4.316651228081692,69870.95148783697,1.4624799229648697,11.15440526942768
16_RUS,1996.0,1931.1628526438064,19600000.0,148.07399999999996,13.041876714641376,132366.24930777858,2.5681654659775024,11.79332797539498
17_SIN,1996.0,179.39202306798032,4872000.0,3.5660000000000003,50.30623193157047,1366236.6797532248,3.91812896469116,14.12757056893092
18_CT,1996.0,541.8761508604206,21610000.0,21.364,25.363983844805308,1011514.6976221681,3.233330208903554,13.826959466005544
19_THA,1996.0,621.2998768159163,9684000.0,60.152,10.32883157361212,160992.15321186327,2.3349391667256207,11.98911090496436
20_USA,1996.0,11496.514943363645,119867000.0,268.803,42.76929551888798,445928.8028779441,3.755820450718734,13.007914583456394
21_VN,1996.0,169.35693068107847,1703000.0,76.373,2.217497422925359,22298.45626072041,0.7963792730477582,10.012272729075319
01_AUS,1997.0,625.4410201081226,6500000.0,18.468,33.86620208512685,351960.1472817847,3.522417528423327,12.771273230221123
03_CDA,1997.0,1056.1671604706642,17700000.0,29.903,35.319772613806784,591913.8547971776,3.5644429378273457,13.291116387732421
04_CHL,1997.0,210.38715681479906,2321000.0,14.695,14.316921185083297,157944.87921061585,2.661442137374793,11.970001385385693
05_PRC,1997.0,3908.7186550782453,114721000.0,1259.067,3.104456438837842,91115.88183948908,1.132838640105053,11.419887402186323
06_HKC,1997.0,229.993805177328,5116000.0,6.357,36.179613839441245,804782.1299355042,3.588495806594579,13.598326873726599
07_INA,1997.0,1408.6522343194315,7486000.0,202.827,6.945092292049044,36908.30116306015,1.9380352651099522,10.516191768496633
08_JPN,1997.0,4466.1909581054415,85500000.0,126.902,35.1940155246209,673748.2466785393,3.5608760546450293,13.42061179886955
09_ROK,1997.0,897.076284851512,39900000.0,46.202,19.416395066263625,863598.9783992035,2.9661178156762773,13.668863794666095
10_MAS,1997.0,372.2676021039283,8848000.0,21.566,17.2617825328725,410275.43355281465,2.848494955691954,12.924584002284373
11_MEX,1997.0,1482.2749804350512,14438000.0,97.282,15.23688843193038,148413.88951707407,2.72371935827956,11.907760200464198
12_NZ,1997.0,103.24001131398529,780000.0,3.752,27.515994486669854,207889.12579957358,3.314767453295593,12.244760167521797
14_PE,1997.0,172.62230576320846,1160000.0,24.828000000000007,6.952726992234913,46721.44353149668,1.9391339556019926,10.751958514531141
15_RP,1997.0,324.3995079161176,4601000.0,73.065,4.43987556170694,62971.32690070485,1.4906263494087988,11.05043477321099
16_RUS,1997.0,1958.199132568476,18600000.0,147.769,13.251758708311458,125872.13826986715,2.584130276326777,11.74302189506425
17_SIN,1997.0,194.26562685909678,5611000.0,3.65,53.223459413451174,1537260.2739726028,3.9744992655687357,14.245512347138709
18_CT,1997.0,571.7293062429907,25240000.0,21.484,26.611864934043503,1174827.778812139,3.281357166488868,13.976632123594074
19_THA,1997.0,604.191821944506,8366000.0,60.863,9.927079209774512,137456.25421027554,2.2952662968015503,11.831060994269938
20_USA,1997.0,12012.366614663313,124017000.0,272.137,44.14087983134713,455715.3198572778,3.7873863333745468,13.029623594982432
21_VN,1997.0,183.16305017270162,1720000.0,77.454,2.3647978177073052,22206.72915536964,0.8606925289479542,10.008150637037009
01_AUS,1998.0,654.0658254762316,6600000.0,18.665,35.04236943349754,353603.0002678811,3.5565578846009998,12.775930094630107
03_CDA,1998.0,1097.1650257962758,18200000.0,30.178,36.3564525745999,603088.3425011598,3.5933717005947075,13.309818969955565
04_CHL,1998.0,219.4855166624309,2214000.0,14.887,14.743434987736341,148720.36004567743,2.6907978981286456,11.909823043355798
05_PRC,1998.0,4215.068932435674,122939000.0,1267.442,3.325650351207924,96997.73244061662,1.2016652493299846,11.482442880311416
06_HKC,1998.0,216.46402269135342,4961000.0,6.473,33.44106638210311,766414.3364745867,3.5097846771250034,13.549478211719812
07_INA,1998.0,1223.7423223780168,3626000.0,205.715,5.948726745147494,17626.3276863622,1.7831772042457092,9.777148954566007
08_JPN,1998.0,4415.794020358305,72500000.0,127.128,34.735023129116364,570291.3598892455,3.547748490018132,13.253902666914568
09_ROK,1998.0,847.9952743932066,25800000.0,46.627,18.18678607659096,553327.4712076694,2.9006952906404995,13.22370527740549
10_MAS,1998.0,344.8708836412943,4471000.0,22.114,15.595138086338713,202179.61472370444,2.7469592045469335,12.216911763095908
11_MEX,1998.0,1558.818551207984,16832000.0,98.822,15.774003270607597,170326.44552832365,2.7583632223174535,12.045472142488718
12_NZ,1998.0,104.34066552875359,740000.0,3.784,27.574171651361944,195560.2536997886,3.316879524846546,12.183623813990721
14_PE,1998.0,171.9464246063992,1436000.0,25.2,6.8232708177142545,56984.12698412698,1.9203389489280784,10.95052803407293
15_RP,1998.0,322.52863708352817,3257000.0,74.694,4.31799926478068,43604.57332583608,1.4627921618241158,10.682917316630666
16_RUS,1998.0,1854.4145785679762,18400000.0,147.381,12.582453495145074,124846.48631777502,2.5323032636667198,11.734840152082215
17_SIN,1998.0,189.94277035045158,4820000.0,3.732,50.89570480987448,1291532.6902465166,3.9297785351211085,14.071340203041686
18_CT,1998.0,593.0325290122702,24220000.0,21.596,27.460294916293304,1121503.9822189293,3.3127411401326015,13.930181183733179
19_THA,1998.0,558.0694276353637,4187000.0,61.598,9.059862781833237,67972.98613591351,2.2038539744471737,11.126865642521356
20_USA,1998.0,12546.906233599084,135145000.0,275.543,45.535202250099196,490467.9124492366,3.8184857026503964,13.103115137803332
21_VN,1998.0,193.72140262631996,2123000.0,78.453,2.4692669831149856,27060.78798771239,0.9039213386259163,10.205841021319735
01_AUS,1999.0,686.8872668259597,6600000.0,18.864,36.412598962360036,349872.77353689563,3.5949148400946997,12.76532486320164
03_CDA,1999.0,1153.8139699999765,18200000.0,30.454,37.88710744072951,597622.6439876535,3.634610881148575,13.300714803628484
04_CHL,1999.0,218.58102526107223,1737000.0,15.077,14.49764709564716,115208.59587451085,2.673986366993734,11.65449964142646
05_PRC,1999.0,4538.2587599226645,136181000.0,1275.407,3.558282775555305,106774.54334185088,1.2692780620707844,11.578474818874026
06_HKC,1999.0,221.89012156515182,5037000.0,6.579,33.727028661673785,765617.8750569996,3.5182995533365515,13.548438466623926
07_INA,1999.0,1233.4236670668029,3546000.0,208.612,5.912525008469325,16998.06339040899,1.7770729835713597,9.740854698337944
08_JPN,1999.0,4404.668238677392,71000000.0,127.336,34.590910965299614,557579.9459697179,3.5435909586907424,13.231361172878037
09_ROK,1999.0,943.8918502581674,35200000.0,47.023,20.07298237581965,748569.848797397,2.9993747504641024,13.525919796854527
10_MAS,1999.0,366.03772041718435,6158000.0,22.656,16.156325936492955,271804.37853107345,2.782311671828749,12.512837889955273
11_MEX,1999.0,1601.7414656353146,17623000.0,100.3,15.969506137939328,175702.89132602193,2.7706810373867823,12.076549730078616
12_NZ,1999.0,109.75984825905493,830000.0,3.819,28.74046825322203,217334.38072793925,3.3583061732537844,12.289192371529401
14_PE,1999.0,174.51687000825012,929000.0,25.561,6.827466453121948,36344.43096905442,1.9209536608599789,10.500796265421277
15_RP,1999.0,332.46870023759635,3589000.0,76.335,4.355390060098204,47016.44068906793,1.471414172332291,10.758252621420839
16_RUS,1999.0,1973.0971115982532,21589000.0,146.92,13.429738031569924,146943.9150558127,2.5974715041326806,11.89780626272713
17_SIN,1999.0,201.52017062375046,3706000.0,3.819,52.7677849237367,970411.1023828228,3.9659008704845715,13.785475077584064
18_CT,1999.0,628.6669637695078,24470000.0,21.711,28.956149590968074,1127078.439500714,3.3657826025650874,13.935139390866754
19_THA,1999.0,583.5860269716602,6909000.0,62.307,9.366299564602054,110886.41725648803,2.237118094512309,11.616261688438824
20_USA,1999.0,13134.753835321817,127857000.0,278.862,47.10126813736478,458495.59997418075,3.8522999250201044,13.035705974065937
21_VN,1999.0,202.96886208695085,2538000.0,79.391,2.556572685656445,31968.359133906863,0.9386675668397655,10.372501915553935
01_AUS,2000.0,713.9725305391428,6100000.0,19.066,37.44742109195126,319941.2566872968,3.6229378448938534,12.675892685072153
03_CDA,2000.0,1213.6125745394295,19800000.0,30.736,39.485052529263065,644195.7313899011,3.6759221833086206,13.375757889638562
04_CHL,2000.0,230.22470187261848,1977000.0,15.263,15.083843403827457,129528.92616130512,2.713624197734389,11.77165950321977
05_PRC,2000.0,4923.625387888118,138086000.0,1283.1989999999996,3.836992849813723,107610.74470912153,1.3446889477795563,11.586275779615818
06_HKC,2000.0,238.89460010865537,5223000.0,6.6629999999999985,35.85390966661495,783881.1346240434,3.5794526173508916,13.572012673838035
07_INA,2000.0,1294.1089470942295,5287000.0,211.54,6.1175614403622465,24992.909142478966,1.8111635596618192,10.126347429317681
08_JPN,2000.0,4527.10184288363,79600000.0,127.534,35.49721519660349,624147.2862138724,3.5694542482382885,13.3441416550987
09_ROK,2000.0,1028.1287802773247,40000000.0,47.387,21.69643109454755,844113.3644248423,3.0771477813313965,13.646042082597146
10_MAS,2000.0,398.4645195369764,6761000.0,23.186,17.18556540744313,291598.3783317519,2.8440698109792506,12.583132717824606
11_MEX,2000.0,1680.9067962030845,19800000.0,101.72,16.52484070195718,194651.98584349194,2.8048647458702387,12.178968555110846
12_NZ,2000.0,112.27273341967293,960000.0,3.859,29.09373760551255,248769.11116869655,3.370522948458347,12.424280480888537
14_PE,2000.0,179.2190026385579,1098000.0,25.915,6.915647410324442,42369.284198340734,1.9337865847869666,10.654178949409943
15_RP,2000.0,347.13463321797616,3309000.0,77.991,4.450957587644423,42427.97245836058,1.4931192612631834,10.65556315148686
16_RUS,2000.0,2170.4068227431867,29412000.0,146.39600000000004,14.825588286177123,200907.12861007126,2.696354626132034,12.210598033548674
17_SIN,2000.0,219.4505173155209,3730000.0,3.914,56.06809333559553,952989.2692897292,4.026566904485085,13.767358922646114
18_CT,2000.0,662.0000428048781,25300000.0,21.84,30.31135727128563,1158424.9084249085,3.4115224697202384,13.962571802821044
19_THA,2000.0,609.5887296953002,7177000.0,62.958,9.682466560171864,113996.63267575209,2.2703166787650577,11.64392418900838
20_USA,2000.0,13672.251138380112,133262000.0,281.982,48.486254932513816,472590.449035754,3.8812803543237666,13.06598443412691
21_VN,2000.0,216.74500096695988,2934000.0,80.285,2.6996948491867707,36544.80911751884,0.9931387478034608,10.506294433683417
01_AUS,2001.0,727.7743744291494,6000000.0,19.269,37.769182335832134,311380.9746224506,3.631493487981485,12.648772440248564
03_CDA,2001.0,1235.1034576763811,16900000.0,31.025,39.809942229698024,544721.9983883965,3.6841166858606584,13.20803084880263
04_CHL,2001.0,237.82913270055332,2278000.0,15.445,15.398454690874283,147491.09744253804,2.734267159636289,11.90152309661872
05_PRC,2001.0,5334.25134104797,170648000.0,1290.938,4.132073996619488,132189.15238377056,1.418779459281817,11.791989148447362
06_HKC,2001.0,240.23449019470328,5057000.0,6.722,35.73854361718287,752305.8613507884,3.5762297595216768,13.530898250759206
07_INA,2001.0,1341.2593723720145,5457000.0,214.506,6.252782543947556,25439.847836424156,1.8330265717046734,10.144072036163536
08_JPN,2001.0,4545.497083045592,75200000.0,127.723,35.58871215869963,588774.1440460997,3.5720285133855034,13.285797932467418
09_ROK,2001.0,1074.6547615097436,39700000.0,47.713,22.523311498118826,832058.3488776643,3.1145508394468795,13.631657848206869
10_MAS,2001.0,400.5272719943089,8024000.0,23.699,16.900597999675465,338579.6869066205,2.827349005899189,12.732514755465846
11_MEX,2001.0,1674.1093750803302,18790000.0,103.067,16.24292329339488,182308.59537970446,2.787657324285357,12.113456109197068
12_NZ,2001.0,116.53645448016628,1000000.0,3.908,29.819972999019008,255885.36335721597,3.39517840387069,12.452484823783738
14_PE,2001.0,180.32638310192192,1023000.0,26.262,6.866437556237983,38953.62120173635,1.9266454209743715,10.57012701749695
15_RP,2001.0,357.18066458503966,3386000.0,79.666,4.483476823049227,42502.44771922778,1.5003988220086764,10.657316946647667
16_RUS,2001.0,2280.923595911167,31861000.0,145.815,15.642585439846155,218502.89750711518,2.749997030908142,12.294554554331986
17_SIN,2001.0,217.3607118394954,3547000.0,4.019,54.08328236862289,882557.8502114954,3.990525124578935,13.690579618288695
18_CT,2001.0,650.0596067701862,20910000.0,21.985,29.568324165121044,951103.0247896293,3.386703658775835,13.765377668772043
19_THA,2001.0,630.584451514175,8178000.0,63.543,9.923743787894418,128700.25022425759,2.2949302480733063,11.765241337826753
20_USA,2001.0,13805.68982578028,114386000.0,284.8520000000001,48.46618533757978,401562.91688315326,3.880866345245402,12.903119504657838
