Economy,Year,GDP,SteelConsumption,Population
16_RUS,2014.0,3892.1798382966963,49423000.0,143.761
17_SIN,2014.0,466.28092090956187,4791000.0,5.4479999999999995
18_CT,2014.0,1083.8119337954518,23469000.0,23.414
19_THA,2014.0,1071.0614092216808,20544000.0,68.417
20_USA,2014.0,17431.8104992254,121600000.0,317.719
21_VN,2014.0,513.3948328649196,16226000.0,92.545
01_AUS,2015.0,1103.854786265678,6968000.0,23.8
03_CDA,2015.0,1629.1742165149433,14827000.0,35.949
04_CHL,2015.0,421.43074651696503,3215000.0,17.762999999999998
05_PRC,2015.0,19606.41775087468,700351000.0,1397.029
06_HKC,2015.0,411.7355237028405,3773000.0,7.246
07_INA,2015.0,2820.263904987923,13656000.0,258.16200000000003
08_JPN,2015.0,5075.098802516458,67800000.0,127.975
09_ROK,2015.0,1837.191516588236,58125000.0,50.593999999999994
10_MAS,2015.0,809.3727368604573,11629000.0,30.723000000000003
11_MEX,2015.0,2246.9163017016667,27707000.0,125.891
12_NZ,2015.0,170.98655293276482,1067000.0,4.615
14_PE,2015.0,389.1341400587422,4084000.0,31.377
15_RP,2015.0,736.8038304751312,10186000.0,101.71600000000001
16_RUS,2015.0,3782.0996195767134,44746000.0,143.888
17_SIN,2015.0,476.7305466420567,5019000.0,5.535
18_CT,2015.0,1103.089,21032000.0,23.486
19_THA,2015.0,1103.4093273543838,19403000.0,68.657
20_USA,2015.0,17930.63692674131,108333000.0,319.92900000000003
21_VN,2015.0,547.6859563793315,20510000.0,93.572
01_AUS,2016.0,1135.0641886635358,6478000.0,24.125
03_CDA,2016.0,1652.2124138409122,16717000.0,36.29
04_CHL,2016.0,426.7655018062101,3172000.0,17.91
05_PRC,2016.0,20920.047740183265,708637000.0,1403.5
06_HKC,2016.0,420.64104726063744,3231000.0,7.303
07_INA,2016.0,2962.21567254497,15214000.0,261.115
08_JPN,2016.0,5122.713069212946,67500000.0,127.749
09_ROK,2016.0,1891.0084557714786,59520000.0,50.791000000000004
10_MAS,2016.0,843.5270629777016,11925000.0,31.186999999999998
11_MEX,2016.0,2312.37634966866,28421000.0,127.541
12_NZ,2016.0,176.92227731082139,999000.0,4.6610000000000005
14_PE,2016.0,404.5100331057725,3820000.0,31.774
15_RP,2016.0,787.4643606627269,11253000.0,103.32
16_RUS,2016.0,3773.5932620957897,43424000.0,143.965
17_SIN,2016.0,488.15788014178077,3540000.0,5.622999999999999
18_CT,2016.0,1118.8061166549307,21932000.0,23.557
19_THA,2016.0,1139.630758588905,22340000.0,68.86399999999999
20_USA,2016.0,18196.9569462209,102570000.0,322.17900000000003
21_VN,2016.0,581.7016996615882,25088000.0,94.569
