Economy,Year,GDP
01_AUS,1990,515.317626049377
02_BD,1990,23.08849700925624
03_CDA,1990,916.5548409075649
04_CHL,1990,125.46469429776299
05_PRC,1990,1825.795839049806
06_HKC,1990,162.1363265442446
07_INA,1990,884.2749564020371
08_JPN,1990,3980.922738122894
09_ROK,1990,525.4576235542752
10_MAS,1990,200.55412257474308
11_MEX,1990,940.5093842977686
12_NZ,1990,83.052842336916
13_PNG,1990,10.786809279646542
14_PE,1990,122.1844728011287
15_RP,1990,261.7603085719227
16_RUS,1990,3224.936157671072
17_SIN,1990,110.27203305047426
18_CT,1990,371.75037451415466
19_THA,1990,396.5059375763737
20_USA,1990,9748.318566926584
21_VN,1990,104.42134026464934
27_WOR,1990,49519.57061769519
01_AUS,1991,513.3205306995841
02_BD,1991,23.81484758645668
03_CDA,1991,897.071705839166
04_CHL,1991,135.25645109624097
05_PRC,1991,1995.4866903556062
06_HKC,1991,171.38129793074796
07_INA,1991,945.3958896108239
08_JPN,1991,4116.970643786462
09_ROK,1991,579.86325028895
10_MAS,1991,219.69795099002278
11_MEX,1991,980.220048507831
12_NZ,1991,81.68866179036993
13_PNG,1991,11.81661492759751
14_PE,1991,124.89606283596483
15_RP,1991,260.2464580042893
16_RUS,1991,3062.1755824495553
17_SIN,1991,117.64600794752631
18_CT,1991,399.4258513876652
19_THA,1991,430.43994790334216
20_USA,1991,9741.096570863929
21_VN,1991,110.6457333892697
27_WOR,1991,50216.557898129555
01_AUS,1992,515.5925686283554
02_BD,1992,24.94809636209597
03_CDA,1992,904.9926339347307
04_CHL,1992,150.36014368138814
05_PRC,1992,2279.1683425385827
06_HKC,1992,182.06681159529356
07_INA,1992,1006.8230491481033
08_JPN,1992,4151.8854194860505
09_ROK,1992,615.6727382845621
10_MAS,1992,239.21837310386326
11_MEX,1992,1015.7888887057768
12_NZ,1992,82.72324666990603
13_PNG,1992,13.453108004823738
14_PE,1992,124.2209882199155
15_RP,1992,261.12505793249915
16_RUS,1992,2617.208589481355
17_SIN,1992,125.98428751879325
18_CT,1992,429.48392653599427
19_THA,1992,465.23407910031955
20_USA,1992,10087.431143085003
21_VN,1992,120.21221601008259
27_WOR,1992,51100.66503989304
01_AUS,1993,536.4177591440542
02_BD,1993,25.02408149622969
03_CDA,1993,929.022323089136
04_CHL,1993,160.26704850983708
05_PRC,1993,2595.23374497076
06_HKC,1993,193.35708280939016
07_INA,1993,1072.2303834715535
08_JPN,1993,4130.381980864649
09_ROK,1993,657.8262740418855
10_MAS,1993,262.8888956244558
11_MEX,1993,1321.2310835923654
12_NZ,1993,88.12741370470958
13_PNG,1993,15.901881193391333
14_PE,1993,130.73461139699359
15_RP,1993,266.65126628006135
16_RUS,1993,2390.3348070809616
17_SIN,1993,140.51958288176309
18_CT,1993,455.9600185259515
19_THA,1993,503.6207435872597
20_USA,1993,10364.417548894111
21_VN,1993,129.91662442552663
27_WOR,1993,52332.581762978356
01_AUS,1994,557.759321916292
02_BD,1994,25.81118830382455
03_CDA,1994,970.7677053797897
04_CHL,1994,168.32879834245458
05_PRC,1994,2933.9677725773868
06_HKC,1994,205.02834621331834
07_INA,1994,1153.0762444626318
08_JPN,1994,4171.399414992698
09_ROK,1994,718.3866917531197
10_MAS,1994,287.10633060175326
11_MEX,1994,1386.5141773449234
12_NZ,1994,92.724484392277
13_PNG,1994,16.846788316443025
14_PE,1994,146.82590609806903
15_RP,1994,278.35091947902316
16_RUS,1994,2089.875554735868
17_SIN,1994,155.8719882367333
18_CT,1994,488.06470270580303
19_THA,1994,543.8948152816096
20_USA,1994,10782.895772582568
21_VN,1994,141.39993011250164
27_WOR,1994,53878.15492028584
01_AUS,1995,579.1179831076207
02_BD,1995,26.967195888887215
03_CDA,1995,996.7620341174237
04_CHL,1995,183.3661079318804
05_PRC,1995,3255.2145750494356
06_HKC,1995,209.89528500709355
07_INA,1995,1247.8591970739742
08_JPN,1995,4285.785040347049
09_ROK,1995,787.1406381589268
10_MAS,1995,315.32625639541175
11_MEX,1995,1299.2853700808625
12_NZ,1995,96.96868500519554
13_PNG,1995,16.28874708267278
14_PE,1995,157.70775403084983
15_RP,1995,291.37410229082184
